,race,city,eoe,call
998,w,b,0.0,0.0
999,w,b,0.0,0.0
1000,w,b,0.0,0.0
1001,w,b,1.0,0.0
1002,b,b,0.0,0.0
1003,b,b,0.0,0.0
1004,w,b,1.0,0.0
1005,w,b,0.0,0.0
1006,b,b,0.0,0.0
1007,w,b,0.0,0.0
1008,w,b,0.0,1.0
1009,b,b,0.0,0.0
1010,b,b,1.0,0.0
1011,w,b,0.0,0.0
1012,w,b,0.0,0.0
1013,b,b,1.0,0.0
1014,b,b,1.0,0.0
1015,b,b,0.0,0.0
1016,w,b,1.0,0.0
1017,b,b,1.0,0.0
1018,b,b,0.0,0.0
1019,b,b,0.0,0.0
1020,w,b,0.0,0.0
1021,b,b,0.0,0.0
1022,b,b,1.0,0.0
1023,b,b,0.0,0.0
1024,b,b,1.0,0.0
1025,w,b,0.0,0.0
1026,w,b,0.0,0.0
1027,w,b,1.0,0.0
1028,w,b,1.0,0.0
1029,w,b,0.0,0.0
1030,w,b,0.0,0.0
1031,b,b,0.0,0.0
1032,b,b,0.0,0.0
1033,b,b,0.0,0.0
1034,w,b,1.0,0.0
1035,w,b,0.0,0.0
1036,b,b,0.0,0.0
1037,b,b,0.0,0.0
1038,w,b,0.0,0.0
1039,w,b,0.0,0.0
1040,b,b,0.0,0.0
1041,b,b,0.0,0.0
1042,w,b,0.0,0.0
1043,b,b,0.0,0.0
1044,w,b,0.0,0.0
1045,b,b,0.0,0.0
1046,w,b,1.0,0.0
1047,b,b,1.0,0.0
1048,w,b,1.0,1.0
1049,b,b,1.0,0.0
1050,w,c,0.0,0.0
1051,b,c,0.0,0.0
1052,b,c,0.0,0.0
1053,w,c,0.0,0.0
1054,w,c,1.0,0.0
1055,b,c,1.0,0.0
1056,b,c,1.0,0.0
1057,w,c,1.0,0.0
1058,w,c,0.0,0.0
1059,b,c,0.0,0.0
1060,b,c,0.0,0.0
1061,w,c,0.0,0.0
1062,b,c,0.0,0.0
1063,w,c,0.0,0.0
1064,w,c,0.0,0.0
1065,b,c,0.0,0.0
1066,w,c,0.0,0.0
1067,w,c,0.0,0.0
1068,b,c,0.0,0.0
1069,b,c,0.0,0.0
1070,b,c,0.0,0.0
1071,w,c,0.0,0.0
1072,w,c,0.0,0.0
1073,b,c,0.0,0.0
1074,b,c,0.0,0.0
1075,w,c,0.0,0.0
1076,b,c,0.0,0.0
1077,w,c,0.0,0.0
1078,b,c,0.0,0.0
1079,w,c,0.0,1.0
1080,b,c,0.0,0.0
1081,w,c,0.0,0.0
1082,b,c,0.0,0.0
1083,w,c,0.0,0.0
1084,w,c,0.0,0.0
1085,b,c,0.0,0.0
1086,w,c,1.0,0.0
1087,b,c,1.0,0.0
1088,b,c,1.0,0.0
1089,w,c,1.0,0.0
1090,w,c,0.0,0.0
1091,b,c,0.0,0.0
1092,b,c,0.0,0.0
1093,w,c,0.0,0.0
1094,w,c,1.0,0.0
1095,w,c,1.0,0.0
1096,b,c,1.0,0.0
1097,b,c,1.0,0.0
1098,w,c,0.0,0.0
1099,b,c,0.0,0.0
1100,w,c,0.0,0.0
1101,b,c,0.0,0.0
1102,w,c,0.0,0.0
1103,w,c,0.0,0.0
1104,b,c,0.0,0.0
1105,b,c,0.0,0.0
1106,w,c,1.0,0.0
1107,b,c,1.0,0.0
1108,w,c,1.0,0.0
1109,w,c,1.0,0.0
1110,b,c,1.0,0.0
1111,b,c,1.0,0.0
1112,w,c,1.0,1.0
1113,b,c,1.0,0.0
1114,w,c,1.0,0.0
1115,b,c,1.0,0.0
1116,w,c,1.0,0.0
1117,b,c,1.0,0.0
1118,b,c,0.0,0.0
1119,w,c,0.0,0.0
1120,b,c,0.0,0.0
1121,w,c,0.0,0.0
1122,w,c,0.0,0.0
1123,w,c,0.0,0.0
1124,b,c,0.0,0.0
1125,b,c,0.0,0.0
1126,b,c,1.0,0.0
1127,w,c,1.0,0.0
1128,b,c,1.0,0.0
1129,w,c,1.0,0.0
1130,b,c,1.0,0.0
1131,w,c,1.0,0.0
1132,w,c,1.0,0.0
1133,b,c,1.0,0.0
1134,b,b,1.0,0.0
1135,w,b,1.0,0.0
1136,w,b,0.0,0.0
1137,w,b,0.0,0.0
1138,b,b,0.0,0.0
1139,b,b,0.0,0.0
1140,w,b,0.0,0.0
1141,b,b,0.0,0.0
1142,b,b,0.0,0.0
1143,w,b,0.0,0.0
1144,w,b,0.0,0.0
1145,b,b,0.0,0.0
1146,w,b,0.0,0.0
1147,b,b,0.0,0.0
1148,w,b,0.0,0.0
1149,b,b,1.0,0.0
1150,b,b,0.0,0.0
1151,b,b,0.0,0.0
1152,w,b,1.0,0.0
1153,b,b,0.0,0.0
1154,w,b,0.0,0.0
1155,w,b,0.0,0.0
1156,w,b,0.0,0.0
1157,b,b,0.0,0.0
1158,w,b,0.0,0.0
1159,w,b,0.0,0.0
1160,b,b,0.0,0.0
1161,b,b,0.0,0.0
1162,b,b,0.0,0.0
1163,w,b,0.0,1.0
1164,w,b,0.0,1.0
1165,b,b,0.0,1.0
1166,w,b,0.0,0.0
1167,b,b,0.0,0.0
1168,w,b,0.0,0.0
1169,b,b,0.0,0.0
1170,b,b,0.0,0.0
1171,w,b,0.0,1.0
1172,b,b,0.0,0.0
1173,w,b,0.0,0.0
1174,b,b,0.0,0.0
1175,w,b,0.0,0.0
1176,w,b,0.0,0.0
1177,b,b,0.0,0.0
1178,w,b,0.0,0.0
1179,b,b,0.0,0.0
1180,w,b,0.0,0.0
1181,b,b,0.0,0.0
1182,b,b,0.0,0.0
1183,w,b,0.0,0.0
1184,w,b,0.0,0.0
1185,b,b,0.0,0.0
1186,w,b,0.0,1.0
1187,b,b,0.0,0.0
1188,b,b,0.0,0.0
1189,w,b,0.0,0.0
1190,b,c,0.0,0.0
1191,w,c,0.0,0.0
1192,b,c,0.0,0.0
1193,w,c,0.0,0.0
1194,w,c,1.0,0.0
1195,b,c,1.0,0.0
1196,b,c,1.0,0.0
1197,w,c,1.0,0.0
1198,b,c,0.0,0.0
1199,w,c,0.0,0.0
1200,w,c,0.0,0.0
1201,b,c,0.0,0.0
1202,b,c,0.0,0.0
1203,w,c,0.0,0.0
1204,w,c,0.0,0.0
1205,b,c,0.0,0.0
1206,b,c,0.0,0.0
1207,w,c,0.0,0.0
1208,w,c,0.0,0.0
1209,b,c,0.0,0.0
1210,w,c,0.0,0.0
1211,w,c,0.0,1.0
1212,b,c,0.0,1.0
1213,b,c,0.0,1.0
1214,b,c,0.0,0.0
1215,w,c,0.0,0.0
1216,w,c,0.0,0.0
1217,b,c,0.0,0.0
1218,b,c,0.0,0.0
1219,w,c,0.0,0.0
1220,w,c,0.0,0.0
1221,b,c,0.0,0.0
1222,w,c,1.0,0.0
1223,w,c,1.0,0.0
1224,b,c,1.0,0.0
1225,b,c,1.0,0.0
1226,w,c,1.0,0.0
1227,b,c,1.0,0.0
1228,w,c,1.0,0.0
1229,b,c,1.0,0.0
1230,w,c,0.0,0.0
1231,b,c,0.0,0.0
1232,w,c,0.0,0.0
1233,b,c,0.0,0.0
1234,b,c,1.0,0.0
1235,w,c,1.0,0.0
1236,w,c,1.0,0.0
1237,b,c,1.0,0.0
1238,w,c,0.0,0.0
1239,b,c,0.0,0.0
1240,w,c,1.0,0.0
1241,w,c,1.0,0.0
1242,b,c,1.0,0.0
1243,b,c,1.0,0.0
1244,w,c,0.0,0.0
1245,b,c,0.0,0.0
1246,b,c,0.0,0.0
1247,w,c,0.0,0.0
1248,w,b,1.0,0.0
1249,w,b,0.0,0.0
1250,w,b,1.0,0.0
1251,w,b,0.0,0.0
1252,b,b,0.0,0.0
1253,b,b,0.0,1.0
1254,b,b,1.0,0.0
1255,b,b,1.0,0.0
1256,w,b,0.0,0.0
1257,w,b,0.0,0.0
1258,w,b,0.0,0.0
1259,w,b,1.0,0.0
1260,b,b,0.0,0.0
1261,w,b,0.0,0.0
1262,b,b,0.0,1.0
1263,b,b,1.0,0.0
1264,b,b,0.0,0.0
1265,b,b,0.0,0.0
1266,b,b,0.0,0.0
1267,w,b,1.0,0.0
1268,w,b,0.0,0.0
1269,w,b,0.0,0.0
1270,b,b,0.0,0.0
1271,w,b,0.0,0.0
1272,w,b,0.0,0.0
1273,b,b,0.0,0.0
1274,b,b,0.0,0.0
1275,b,b,1.0,0.0
1276,w,b,0.0,0.0
1277,b,b,0.0,0.0
1278,w,b,0.0,1.0
1279,b,b,0.0,0.0
1280,w,b,0.0,0.0
1281,b,b,0.0,0.0
1282,b,b,0.0,0.0
1283,w,b,0.0,1.0
1284,w,b,0.0,0.0
1285,b,b,0.0,0.0
1286,w,b,0.0,0.0
1287,b,b,0.0,0.0
1288,w,b,0.0,0.0
1289,b,b,0.0,0.0
1290,b,b,0.0,0.0
1291,w,b,0.0,0.0
1292,b,b,1.0,0.0
1293,w,b,1.0,0.0
1294,w,b,1.0,0.0
1295,b,b,1.0,0.0
1296,w,b,1.0,0.0
1297,w,b,1.0,0.0
1298,b,b,1.0,0.0
1299,b,b,1.0,0.0
1300,w,b,0.0,1.0
1301,w,b,0.0,0.0
1302,b,b,0.0,0.0
1303,b,b,0.0,0.0
1304,b,b,0.0,0.0
1305,w,b,0.0,0.0
1306,w,b,0.0,0.0
1307,b,b,0.0,0.0
1308,w,b,1.0,1.0
1309,b,b,1.0,1.0
1310,b,b,1.0,1.0
1311,w,b,1.0,1.0
1312,w,c,0.0,0.0
1313,w,c,0.0,0.0
1314,b,c,0.0,0.0
1315,b,c,0.0,0.0
1316,w,c,0.0,0.0
1317,b,c,0.0,0.0
1318,w,c,0.0,0.0
1319,b,c,0.0,0.0
1320,w,c,1.0,0.0
1321,b,c,1.0,0.0
1322,w,c,0.0,0.0
1323,b,c,0.0,0.0
1324,b,c,0.0,0.0
1325,w,c,0.0,0.0
1326,w,c,0.0,0.0
1327,b,c,0.0,0.0
1328,w,c,0.0,0.0
1329,b,c,0.0,0.0
1330,w,c,0.0,1.0
1331,b,c,0.0,1.0
1332,w,c,0.0,1.0
1333,b,c,0.0,1.0
1334,w,c,0.0,0.0
1335,w,c,0.0,0.0
1336,b,c,0.0,0.0
1337,b,c,0.0,0.0
1338,w,c,0.0,0.0
1339,w,c,0.0,0.0
1340,b,c,0.0,0.0
1341,b,c,0.0,0.0
1342,w,c,0.0,0.0
1343,b,c,0.0,0.0
1344,b,c,0.0,0.0
1345,w,c,0.0,0.0
1346,w,c,0.0,0.0
1347,b,c,0.0,0.0
1348,b,c,0.0,0.0
1349,w,c,0.0,0.0
1350,w,c,0.0,0.0
1351,w,c,0.0,0.0
1352,b,c,0.0,0.0
1353,b,c,0.0,0.0
1354,w,c,1.0,0.0
1355,b,c,1.0,0.0
1356,b,c,1.0,0.0
1357,w,c,1.0,0.0
1358,w,c,0.0,0.0
1359,b,c,0.0,0.0
1360,w,c,0.0,0.0
1361,b,c,0.0,0.0
1362,w,c,0.0,0.0
1363,w,c,0.0,0.0
1364,b,c,0.0,0.0
1365,b,c,0.0,0.0
1366,w,c,0.0,0.0
1367,b,c,0.0,0.0
1368,w,c,0.0,0.0
1369,b,c,0.0,0.0
1370,w,c,1.0,1.0
1371,b,c,1.0,0.0
1372,w,c,1.0,0.0
1373,b,c,1.0,0.0
1374,b,b,1.0,0.0
1375,b,b,0.0,0.0
1376,b,b,1.0,0.0
1377,w,b,1.0,0.0
1378,w,b,1.0,0.0
1379,w,b,0.0,0.0
1380,w,b,0.0,0.0
1381,w,b,1.0,0.0
1382,w,b,0.0,0.0
1383,w,b,1.0,0.0
1384,b,b,0.0,0.0
1385,w,b,0.0,0.0
1386,b,b,0.0,0.0
1387,b,b,1.0,0.0
1388,b,b,1.0,0.0
1389,w,b,0.0,0.0
1390,w,b,0.0,0.0
1391,w,b,1.0,0.0
1392,b,b,1.0,0.0
1393,b,b,0.0,0.0
1394,b,b,0.0,0.0
1395,b,b,1.0,0.0
1396,b,b,0.0,0.0
1397,w,b,0.0,0.0
1398,w,b,1.0,0.0
1399,w,b,0.0,0.0
1400,b,b,1.0,0.0
1401,w,b,1.0,0.0
1402,w,b,1.0,0.0
1403,b,b,0.0,0.0
1404,b,b,1.0,0.0
1405,b,b,0.0,0.0
1406,b,b,0.0,1.0
1407,w,b,0.0,1.0
1408,w,b,0.0,1.0
1409,b,b,0.0,1.0
1410,w,b,0.0,1.0
1411,w,b,0.0,0.0
1412,b,b,0.0,0.0
1413,b,b,0.0,0.0
1414,w,b,1.0,0.0
1415,b,b,1.0,0.0
1416,b,b,1.0,0.0
1417,w,b,1.0,0.0
1418,w,b,1.0,0.0
1419,w,b,1.0,0.0
1420,b,b,1.0,0.0
1421,b,b,1.0,0.0
1422,b,b,0.0,0.0
1423,w,b,0.0,0.0
1424,w,b,0.0,0.0
1425,b,b,0.0,0.0
1426,w,b,0.0,0.0
1427,b,b,0.0,0.0
1428,w,b,0.0,0.0
1429,b,b,0.0,0.0
1430,w,b,0.0,1.0
1431,w,b,0.0,0.0
1432,b,b,0.0,0.0
1433,b,b,0.0,0.0
1434,w,b,0.0,1.0
1435,w,b,0.0,1.0
1436,b,b,0.0,0.0
1437,b,b,0.0,0.0
1438,w,b,0.0,0.0
1439,b,b,0.0,0.0
1440,w,b,0.0,0.0
1441,b,b,0.0,0.0
1442,w,b,0.0,1.0
1443,b,b,0.0,0.0
1444,w,b,0.0,1.0
1445,b,b,0.0,0.0
1446,w,b,0.0,1.0
1447,b,b,0.0,1.0
1448,b,c,0.0,0.0
1449,w,c,0.0,0.0
1450,w,c,0.0,0.0
1451,b,c,0.0,0.0
1452,b,c,0.0,0.0
1453,w,c,0.0,0.0
1454,w,c,0.0,0.0
1455,b,c,0.0,0.0
1456,w,c,1.0,0.0
1457,w,c,1.0,0.0
1458,b,c,1.0,0.0
1459,b,c,1.0,0.0
1460,w,c,0.0,0.0
1461,w,c,0.0,0.0
1462,b,c,0.0,0.0
1463,b,c,0.0,0.0
1464,w,c,0.0,0.0
1465,w,c,0.0,0.0
1466,b,c,0.0,0.0
1467,b,c,0.0,0.0
1468,w,c,0.0,0.0
1469,b,c,0.0,0.0
1470,b,c,0.0,0.0
1471,w,c,0.0,0.0
1472,w,c,0.0,0.0
1473,b,c,0.0,0.0
1474,w,c,0.0,0.0
1475,b,c,0.0,0.0
1476,w,c,0.0,0.0
1477,b,c,0.0,0.0
1478,b,c,0.0,0.0
1479,w,c,0.0,0.0
1480,w,c,0.0,0.0
1481,b,c,0.0,0.0
1482,w,c,0.0,0.0
1483,b,c,0.0,0.0
1484,w,c,0.0,0.0
1485,b,c,0.0,0.0
1486,w,c,0.0,0.0
1487,b,c,0.0,0.0
1488,b,c,0.0,0.0
1489,w,c,0.0,0.0
1490,w,c,0.0,0.0
1491,w,c,0.0,0.0
1492,b,c,0.0,0.0
1493,b,c,0.0,0.0
1494,w,c,1.0,1.0
1495,b,c,1.0,0.0
1496,b,c,1.0,0.0
1497,w,c,1.0,1.0
1498,b,c,0.0,0.0
1499,b,c,0.0,0.0
1500,w,c,0.0,0.0
1501,w,c,0.0,0.0
1502,w,c,0.0,0.0
1503,b,c,0.0,0.0
1504,b,c,0.0,0.0
1505,b,c,0.0,0.0
1506,w,c,0.0,0.0
1507,w,c,0.0,0.0
1508,w,c,0.0,0.0
1509,b,c,0.0,0.0
1510,b,c,0.0,0.0
1511,w,c,0.0,0.0
1512,b,c,0.0,0.0
1513,w,c,0.0,0.0
1514,b,c,0.0,0.0
1515,w,c,0.0,0.0
1516,b,b,0.0,0.0
1517,b,b,0.0,0.0
1518,b,b,1.0,0.0
1519,w,b,0.0,1.0
1520,w,b,0.0,0.0
1521,w,b,0.0,0.0
1522,w,b,0.0,0.0
1523,w,b,0.0,1.0
1524,w,b,0.0,0.0
1525,b,b,0.0,0.0
1526,w,b,0.0,0.0
1527,b,b,0.0,0.0
1528,b,b,0.0,1.0
1529,w,b,0.0,0.0
1530,b,b,0.0,0.0
1531,b,b,0.0,0.0
1532,b,b,0.0,1.0
1533,b,b,1.0,0.0
1534,b,b,0.0,0.0
1535,w,b,0.0,0.0
1536,w,b,1.0,0.0
1537,w,b,1.0,0.0
1538,w,b,0.0,0.0
1539,w,b,0.0,0.0
1540,w,b,0.0,0.0
1541,b,b,0.0,0.0
1542,b,b,0.0,0.0
1543,b,b,0.0,0.0
1544,w,b,0.0,0.0
1545,b,b,0.0,0.0
1546,b,b,0.0,0.0
1547,w,b,0.0,1.0
1548,b,b,0.0,0.0
1549,w,b,0.0,0.0
1550,w,b,0.0,0.0
1551,b,b,0.0,0.0
1552,w,b,0.0,0.0
1553,b,b,0.0,0.0
1554,b,b,0.0,0.0
1555,w,b,0.0,0.0
1556,b,b,0.0,0.0
1557,w,b,0.0,0.0
1558,b,b,0.0,1.0
1559,w,b,0.0,0.0
1560,w,b,0.0,0.0
1561,w,b,0.0,1.0
1562,b,b,0.0,0.0
1563,b,b,0.0,1.0
1564,b,b,1.0,0.0
1565,w,b,1.0,1.0
1566,w,b,1.0,1.0
1567,b,b,1.0,0.0
1568,b,b,0.0,0.0
1569,w,b,0.0,0.0
1570,b,b,0.0,0.0
1571,w,b,0.0,0.0
1572,w,b,0.0,0.0
1573,w,b,0.0,1.0
1574,b,b,0.0,0.0
1575,b,b,0.0,0.0
1576,w,b,0.0,1.0
1577,b,b,0.0,0.0
1578,b,b,0.0,0.0
1579,w,b,0.0,0.0
1580,w,b,0.0,1.0
1581,b,b,0.0,1.0
1582,w,b,0.0,1.0
1583,b,b,0.0,1.0
1584,w,c,0.0,0.0
1585,b,c,0.0,0.0
1586,w,c,0.0,0.0
1587,b,c,0.0,0.0
1588,w,c,0.0,0.0
1589,b,c,0.0,1.0
1590,w,c,0.0,0.0
1591,b,c,0.0,0.0
1592,w,c,0.0,0.0
1593,w,c,0.0,0.0
1594,b,c,0.0,0.0
1595,b,c,0.0,0.0
1596,w,c,0.0,0.0
1597,b,c,0.0,0.0
1598,w,c,0.0,0.0
1599,b,c,0.0,0.0
1600,b,c,0.0,0.0
1601,w,c,0.0,0.0
1602,w,c,0.0,0.0
1603,b,c,0.0,0.0
1604,w,c,0.0,0.0
1605,b,c,0.0,0.0
1606,b,c,0.0,0.0
1607,w,c,0.0,0.0
1608,w,c,1.0,0.0
1609,b,c,1.0,0.0
1610,b,c,1.0,0.0
1611,w,c,1.0,0.0
1612,w,c,1.0,0.0
1613,b,c,1.0,0.0
1614,w,c,1.0,0.0
1615,b,c,1.0,0.0
1616,b,c,1.0,0.0
1617,w,c,1.0,0.0
1618,w,c,1.0,0.0
1619,b,c,1.0,0.0
1620,w,c,0.0,0.0
1621,b,c,0.0,0.0
1622,w,c,0.0,0.0
1623,b,c,0.0,0.0
1624,w,c,0.0,0.0
1625,b,c,0.0,0.0
1626,b,c,0.0,0.0
1627,w,c,0.0,0.0
1628,w,c,0.0,0.0
1629,b,c,0.0,0.0
1630,w,c,0.0,0.0
1631,b,c,0.0,0.0
1632,w,c,0.0,0.0
1633,b,c,0.0,0.0
1634,w,c,0.0,0.0
1635,b,c,0.0,0.0
1636,w,c,1.0,0.0
1637,w,c,1.0,0.0
1638,b,c,1.0,0.0
1639,b,c,1.0,0.0
1640,w,c,1.0,0.0
1641,b,c,1.0,0.0
1642,b,c,0.0,0.0
1643,w,c,0.0,0.0
1644,w,c,0.0,0.0
1645,b,c,0.0,0.0
1646,b,c,0.0,0.0
1647,w,c,0.0,0.0
1648,w,c,0.0,0.0
1649,b,c,0.0,0.0
1650,w,c,0.0,0.0
1651,b,c,0.0,0.0
1652,w,c,0.0,0.0
1653,b,c,0.0,0.0
1654,w,b,0.0,0.0
1655,w,b,0.0,0.0
1656,w,b,1.0,0.0
1657,w,b,0.0,0.0
1658,b,b,0.0,0.0
1659,w,b,0.0,0.0
1660,w,b,1.0,0.0
1661,w,b,0.0,0.0
1662,w,b,1.0,0.0
1663,b,b,0.0,0.0
1664,b,b,0.0,0.0
1665,b,b,1.0,0.0
1666,b,b,1.0,0.0
1667,b,b,1.0,0.0
1668,b,b,0.0,0.0
1669,w,b,1.0,0.0
1670,w,b,1.0,0.0
1671,w,b,0.0,0.0
1672,b,b,0.0,0.0
1673,b,b,0.0,0.0
1674,b,b,0.0,0.0
1675,w,b,1.0,0.0
1676,w,b,0.0,0.0
1677,b,b,1.0,0.0
1678,w,b,0.0,0.0
1679,b,b,0.0,0.0
1680,b,b,1.0,0.0
1681,b,b,1.0,0.0
1682,w,b,0.0,0.0
1683,w,b,0.0,0.0
1684,b,b,0.0,0.0
1685,b,b,0.0,0.0
1686,w,b,0.0,1.0
1687,b,b,0.0,0.0
1688,w,b,0.0,0.0
1689,b,b,0.0,0.0
1690,w,b,0.0,0.0
1691,w,b,0.0,0.0
1692,b,b,0.0,0.0
1693,b,b,0.0,0.0
1694,w,b,0.0,1.0
1695,b,b,0.0,1.0
1696,w,b,0.0,1.0
1697,b,b,0.0,0.0
1698,b,b,1.0,0.0
1699,w,b,1.0,0.0
1700,w,b,1.0,0.0
1701,b,b,1.0,1.0
1702,b,b,0.0,0.0
1703,w,b,0.0,0.0
1704,w,b,0.0,0.0
1705,b,b,0.0,0.0
1706,w,b,0.0,0.0
1707,b,b,0.0,0.0
1708,w,b,0.0,0.0
1709,b,b,0.0,0.0
1710,b,b,0.0,0.0
1711,w,b,0.0,1.0
1712,w,b,0.0,1.0
1713,b,b,0.0,0.0
1714,w,b,0.0,0.0
1715,w,b,0.0,1.0
1716,b,b,0.0,0.0
1717,b,b,0.0,1.0
1718,w,b,1.0,0.0
1719,b,b,1.0,0.0
1720,w,b,1.0,0.0
1721,b,b,1.0,0.0
1722,w,c,1.0,0.0
1723,b,c,1.0,0.0
1724,w,c,1.0,0.0
1725,b,c,1.0,0.0
1726,w,c,1.0,0.0
1727,b,c,0.0,0.0
1728,b,c,1.0,0.0
1729,w,c,0.0,0.0
1730,w,c,0.0,0.0
1731,b,c,0.0,0.0
1732,w,c,0.0,0.0
1733,w,c,0.0,0.0
1734,b,c,0.0,0.0
1735,b,c,0.0,0.0
1736,b,c,1.0,0.0
1737,w,c,1.0,1.0
1738,w,c,1.0,0.0
1739,b,c,1.0,0.0
1740,w,c,1.0,1.0
1741,b,c,1.0,0.0
1742,b,c,1.0,0.0
1743,w,c,1.0,1.0
1744,w,c,0.0,0.0
1745,b,c,0.0,0.0
1746,w,c,0.0,0.0
1747,b,c,0.0,0.0
1748,w,c,0.0,0.0
1749,b,c,0.0,0.0
1750,w,c,0.0,0.0
1751,b,c,0.0,0.0
1752,w,c,0.0,0.0
1753,b,c,0.0,0.0
1754,b,c,0.0,0.0
1755,w,c,0.0,0.0
1756,b,c,1.0,0.0
1757,w,c,1.0,0.0
1758,w,c,1.0,0.0
1759,b,c,1.0,0.0
1760,w,c,1.0,0.0
1761,b,c,1.0,0.0
1762,w,c,0.0,0.0
1763,w,c,0.0,0.0
1764,b,c,0.0,0.0
1765,w,c,0.0,0.0
1766,b,c,0.0,0.0
1767,b,c,0.0,0.0
1768,b,c,0.0,0.0
1769,w,c,0.0,0.0
1770,b,c,0.0,0.0
1771,w,c,0.0,0.0
1772,w,c,1.0,0.0
1773,w,c,1.0,0.0
1774,b,c,1.0,0.0
1775,b,c,1.0,0.0
1776,b,c,1.0,0.0
1777,w,c,1.0,0.0
1778,b,c,0.0,0.0
1779,b,c,1.0,0.0
1780,w,c,1.0,0.0
1781,w,c,0.0,0.0
1782,w,c,1.0,0.0
1783,b,c,1.0,0.0
1784,b,c,1.0,0.0
1785,w,c,1.0,0.0
1786,w,c,1.0,0.0
1787,b,c,1.0,0.0
1788,w,c,1.0,0.0
1789,w,c,1.0,0.0
1790,b,c,1.0,0.0
1791,b,c,1.0,0.0
1792,w,c,0.0,0.0
1793,b,c,0.0,0.0
1794,w,c,0.0,0.0
1795,w,c,0.0,0.0
1796,w,c,0.0,0.0
1797,b,c,0.0,0.0
1798,b,c,0.0,0.0
1799,b,c,0.0,0.0
1800,w,c,0.0,0.0
1801,b,c,0.0,0.0
1802,w,c,1.0,0.0
1803,b,c,1.0,0.0
1804,b,c,1.0,0.0
1805,w,c,1.0,0.0
1806,w,c,0.0,0.0
1807,b,c,0.0,0.0
1808,w,c,1.0,0.0
1809,w,c,0.0,0.0
1810,b,c,0.0,0.0
1811,w,c,1.0,0.0
1812,b,c,1.0,0.0
1813,b,c,1.0,0.0
1814,w,c,1.0,1.0
1815,b,c,1.0,1.0
1816,b,c,0.0,0.0
1817,w,c,0.0,0.0
1818,b,c,1.0,0.0
1819,w,c,1.0,0.0
1820,b,c,1.0,0.0
1821,w,c,1.0,0.0
1822,b,c,0.0,0.0
1823,w,c,0.0,0.0
1824,w,c,1.0,0.0
1825,b,c,1.0,0.0
1826,w,c,1.0,0.0
1827,b,c,1.0,0.0
1828,w,c,1.0,0.0
1829,b,c,1.0,0.0
1830,w,c,1.0,0.0
1831,w,c,0.0,0.0
1832,w,c,1.0,0.0
1833,b,c,1.0,0.0
1834,b,c,0.0,0.0
1835,b,c,1.0,0.0
1836,w,c,1.0,0.0
1837,w,c,0.0,0.0
1838,b,c,0.0,0.0
1839,w,c,0.0,0.0
1840,b,c,1.0,0.0
1841,b,c,0.0,0.0
1842,w,c,1.0,0.0
1843,w,c,0.0,0.0
1844,b,c,1.0,0.0
1845,w,c,1.0,1.0
1846,b,c,0.0,0.0
1847,b,c,1.0,0.0
1848,w,c,0.0,0.0
1849,b,c,0.0,0.0
1850,b,c,0.0,0.0
1851,b,c,1.0,0.0
1852,w,c,1.0,0.0
1853,w,c,0.0,0.0
1854,w,c,0.0,0.0
1855,w,c,0.0,0.0
1856,b,c,0.0,0.0
1857,b,c,0.0,0.0
1858,w,c,0.0,0.0
1859,b,c,0.0,0.0
1860,w,c,1.0,0.0
1861,b,c,1.0,0.0
1862,b,c,1.0,0.0
1863,b,c,0.0,0.0
1864,w,c,1.0,0.0
1865,w,c,0.0,0.0
1866,b,c,0.0,0.0
1867,w,c,0.0,0.0
1868,w,c,1.0,0.0
1869,b,c,1.0,0.0
1870,w,c,1.0,0.0
1871,b,c,1.0,0.0
1872,w,c,0.0,0.0
1873,w,c,1.0,0.0
1874,w,c,0.0,0.0
1875,b,c,0.0,0.0
1876,b,c,0.0,0.0
1877,b,c,1.0,0.0
1878,b,c,1.0,0.0
1879,b,c,0.0,0.0
1880,w,c,0.0,0.0
1881,w,c,1.0,0.0
1882,b,c,1.0,0.0
1883,b,c,0.0,0.0
1884,w,c,0.0,0.0
1885,w,c,1.0,0.0
1886,w,c,0.0,0.0
1887,w,c,0.0,1.0
1888,b,c,0.0,0.0
1889,b,c,0.0,0.0
1890,b,c,0.0,1.0
1891,b,c,0.0,0.0
1892,w,c,0.0,1.0
1893,w,c,0.0,0.0
1894,b,b,0.0,0.0
1895,w,b,0.0,0.0
1896,w,b,0.0,0.0
1897,w,b,0.0,0.0
1898,b,b,0.0,0.0
1899,b,b,1.0,0.0
1900,w,b,0.0,0.0
1901,w,b,0.0,0.0
1902,w,b,0.0,0.0
1903,b,b,0.0,0.0
1904,b,b,0.0,0.0
1905,w,b,1.0,0.0
1906,b,b,0.0,0.0
1907,b,b,0.0,0.0
1908,b,b,0.0,0.0
1909,b,b,0.0,0.0
1910,b,b,0.0,0.0
1911,w,b,0.0,1.0
1912,w,b,0.0,0.0
1913,w,b,0.0,0.0
1914,w,b,1.0,0.0
1915,b,b,0.0,1.0
1916,w,b,0.0,0.0
1917,b,b,1.0,0.0
1918,w,c,0.0,0.0
1919,b,c,0.0,0.0
1920,w,c,0.0,0.0
1921,b,c,0.0,0.0
1922,w,c,0.0,0.0
1923,b,c,0.0,0.0
1924,w,c,0.0,0.0
1925,b,c,0.0,0.0
1926,b,c,0.0,0.0
1927,w,c,0.0,0.0
1928,b,c,0.0,0.0
1929,w,c,0.0,0.0
